Date,Open,High,Low,Close,Volume,Sentiment,Change,Prediction
2019-09-03,158.99229770284637,159.91606156264723,158.15605846574013,159.01174926757812,2799500,0.0,0.0,162.5220184326172
2019-09-04,160.61616556410925,163.0957135148955,160.61616556410925,162.5220184326172,3974700,0.0,3.5102691650390625,165.66275024414062
2019-09-05,163.95138357880455,166.2364600908461,163.85414059808954,165.66275024414062,4511600,0.0,3.1407318115234375,166.43092346191406
2019-09-06,166.22671914680365,167.0435067328553,165.80860699103735,166.43092346191406,3327800,0.0,0.7681732177734375,164.97238159179688
2019-09-09,167.14076363924943,167.95755129337556,164.38895336045178,164.97238159179688,4991800,0.0,-1.4585418701171875,164.9237518310547
2019-09-10,163.97083294901628,164.95292175743984,162.28862139576214,164.9237518310547,4221600,0.0,-0.0486297607421875,166.54763793945312
2019-09-11,165.09880038006565,166.62542936920528,164.52510527749138,166.54763793945312,4047500,0.0,1.6238861083984375,163.97085571289062
2019-09-12,166.79072446103635,167.2477398207782,163.7471997966271,163.97085571289062,2777500,0.0,-2.5767822265625,163.07626342773438
2019-09-13,164.26254179001882,164.50563441553214,162.8526075294807,163.07626342773438,2739600,0.0,-0.89459228515625,161.61770629882812
2019-09-16,162.42476075192926,162.78454792391975,161.18012770687204,161.61770629882812,2427700,0.0,-1.45855712890625,161.86080932617188
2019-09-17,161.8899792558844,162.18167855300962,160.69395278888217,161.86080932617188,2287200,0.0,0.24310302734375,163.32907104492188
2019-09-18,161.30653866194285,163.34852260897637,160.93703313088824,163.32907104492188,1831700,0.0,1.46826171875,162.1622314453125
2019-09-19,163.43603441855228,164.09723923264465,161.92885718535246,162.1622314453125,1950200,0.0,-1.166839599609375,163.65968322753906
2019-09-20,162.9693084529099,164.0486403458907,162.08444770050644,163.65968322753906,5050400,0.0,1.4974517822265625,162.5220184326172
2019-09-23,162.13307613481442,163.17350494189557,161.61772091348678,162.5220184326172,2325500,0.0,-1.137664794921875,161.18011474609375
2019-09-24,163.1540255027571,163.79579353797047,160.37304552069423,161.18011474609375,2638200,0.0,-1.3419036865234375,162.31781005859375
2019-09-25,161.34543950099206,162.65814568863323,160.6939530078626,162.31781005859375,1645000,0.0,1.1376953125,162.4150390625
2019-09-26,162.25945622575475,163.3582396091236,161.8705139710876,162.4150390625,1983000,0.0,0.09722900390625,163.3971405029297
2019-09-27,163.22212092598858,163.82498591838188,161.7149436078082,163.3971405029297,2514800,0.0,0.9821014404296875,164.5250701904297
2019-09-30,164.16529788710034,164.8556725684726,163.41656851796023,164.5250701904297,2079500,0.0,1.1279296875,159.6535186767578
2019-10-01,164.86542527781646,165.45857189082264,159.48821746817535,159.6535186767578,2793200,0.0,-4.871551513671875,156.62945556640625
2019-10-02,157.66016601225286,158.33110408965806,155.03476840096104,156.62945556640625,4520100,0.0,-3.0240631103515625,157.0572967529297
2019-10-03,156.17243598382598,157.06701511712305,154.4513359409798,157.0572967529297,3088200,0.0,0.4278411865234375,159.1090087890625
2019-10-04,157.52403993563388,159.24514008193867,157.35873871122692,159.1090087890625,2741600,0.0,2.0517120361328125,158.67140197753906
2019-10-07,158.76864495684637,160.02301113881114,158.0490854866807,158.67140197753906,2214400,0.0,-0.4376068115234375,154.23741149902344
2019-10-08,156.86282384707323,156.91143050469137,154.20824156957372,154.23741149902344,3418100,0.0,-4.433990478515625,155.42369079589844
2019-10-09,156.19187176827845,156.23076005831993,154.36381055521795,155.42369079589844,1680400,0.0,1.186279296875,156.52249145507812
2019-10-10,155.44315953154367,157.7671245946425,155.43344116725862,156.52249145507812,1613100,0.0,1.0988006591796875,159.01174926757812
