Date,Open,High,Low,Close,Volume,Sentiment,Change,Prediction
2019-09-03,196.33387184287088,196.8317793172951,191.92099311276397,194.2543487548828,2633600,0.0,0.0,196.9489288330078
2019-09-04,196.7146264457001,197.31016984202518,195.3087525332507,196.9489288330078,1720600,0.0,2.694580078125,202.14283752441406
2019-09-05,200.40502540785437,203.97827066382607,200.18046577127936,202.14283752441406,2237900,0.0,5.19390869140625,202.29904174804688
2019-09-06,202.15258787332084,203.31438675259383,200.6979110388944,202.29904174804688,1438800,0.0,0.1562042236328125,206.9560089111328
2019-09-09,204.26142706726117,208.81098730341193,203.49991448318545,206.9560089111328,2734500,0.0,4.6569671630859375,210.51950073242188
2019-09-10,208.4399776867724,211.94488989551022,208.16661497338148,210.51950073242188,2615800,0.0,3.5634918212890625,211.66175842285156
2019-09-11,210.1094456183011,211.7105763827805,208.30328538098024,211.66175842285156,1886300,0.0,1.1422576904296875,213.55580139160156
2019-09-12,211.25173350748491,215.52791605642636,210.05087415250063,213.55580139160156,2913800,0.0,1.89404296875,214.6882781982422
2019-09-13,215.12762494029442,216.2503635325062,214.00487145093285,214.6882781982422,2722400,0.0,1.132476806640625,212.07180786132812
2019-09-16,212.6575936010635,214.13180068662564,211.19314414887523,212.07180786132812,2205500,0.0,-2.6164703369140625,210.79286193847656
2019-09-17,210.6854683806159,211.0174066877669,207.50272197337256,210.79286193847656,2429100,0.0,-1.2789459228515625,211.9351348876953
2019-09-18,209.73846062256226,212.7259352395991,208.24472331404385,211.9351348876953,2474900,0.0,1.14227294921875,210.12896728515625
2019-09-19,212.42327739735208,212.76497333296297,209.96299813406236,210.12896728515625,1596200,0.0,-1.8061676025390625,208.67428588867188
2019-09-20,209.57247975032448,211.5445942543845,208.56689233471613,208.67428588867188,5458900,0.0,-1.454681396484375,208.4009246826172
2019-09-23,207.80538131498002,209.03551348054117,206.54594645526618,208.4009246826172,1485500,0.0,-0.2733612060546875,202.8262481689453
2019-09-24,208.9671662880027,209.1233778041468,201.89876649970867,202.8262481689453,2837600,0.0,-5.574676513671875,205.0522003173828
2019-09-25,203.03126792618707,206.08707549228154,202.53334560445887,205.0522003173828,1593400,0.0,2.2259521484375,203.2851104736328
2019-09-26,204.0954409554794,204.99363482884968,203.17771691827605,203.2851104736328,1685500,0.0,-1.76708984375,204.01734924316406
2019-09-27,204.8764977451676,205.55990455487444,203.1582007411605,204.01734924316406,1530900,0.0,0.73223876953125,202.31857299804688
2019-09-30,204.73980686436937,204.73980686436937,201.9280590955564,202.31857299804688,1794500,0.0,-1.6987762451171875,197.88616943359375
2019-10-01,202.10377598307576,204.41761617830417,197.80806367749133,197.88616943359375,3156200,0.0,-4.432403564453125,193.55140686035156
2019-10-02,196.90988006154817,197.09537937978817,192.91681804262046,193.55140686035156,3386800,0.0,-4.3347625732421875,192.5653533935547
2019-10-03,192.926579506467,193.6685618970074,189.39237944760362,192.5653533935547,2914500,0.0,-0.986053466796875,196.0409698486328
2019-10-04,192.32127061976814,196.4607715413959,191.3937740480353,196.0409698486328,3021100,0.0,3.475616455078125,195.6504364013672
2019-10-07,196.03119265438585,197.729959343242,194.74248491230347,195.6504364013672,2202200,0.0,-0.390533447265625,192.69224548339844
2019-10-08,192.91680511524675,194.2348006246348,191.27661405606338,192.69224548339844,2654900,0.0,-2.95819091796875,192.18460083007812
2019-10-09,193.4928388454524,194.2641090493966,192.01861677251247,192.18460083007812,2443500,0.0,-0.5076446533203125,195.13299560546875
