Date,Open,High,Low,Close,Volume,Sentiment,Change,Prediction
2019-09-03,49.29821635861392,49.36555021423307,48.134298375003034,48.50944519042969,3975100,0.0,0.0,49.47136688232422
2019-09-04,48.79802458491421,49.65412970000423,48.79802458491421,49.47136688232422,4680000,0.0,0.9619216918945312,50.33708572387695
2019-09-05,49.82726754932593,50.76032760838029,49.82726754932593,50.33708572387695,3807100,0.0,0.8657188415527344,50.55833435058594
2019-09-06,50.66414208701817,50.78919226388219,50.16394871840282,50.55833435058594,2565600,0.0,0.22124862670898438,53.47293472290039
2019-09-09,50.64490172739936,53.57874611776751,50.64490172739936,53.47293472290039,9416400,0.0,2.914600372314453,54.713809967041016
2019-09-10,53.453698067447796,54.82923891626921,53.347886668396896,54.713809967041016,6930900,0.0,1.240875244140625,55.84886932373047
2019-09-11,55.156288318961955,55.88734319222429,54.66571255353091,55.84886932373047,6992300,0.0,1.1350593566894531,53.4440803527832
2019-09-12,55.79115521677346,55.79115521677346,53.15550247647069,53.4440803527832,6771700,0.0,-2.4047889709472656,53.857704162597656
2019-09-13,53.819226623570664,54.29056363368105,53.19397945735229,53.857704162597656,3872200,0.0,0.4136238098144531,53.23245620727539
2019-09-16,53.242073757179526,53.578746714544856,52.963120776919155,53.23245620727539,3660800,0.0,-0.6252479553222656,52.75149917602539
2019-09-17,53.232457409333634,53.232457409333634,52.15511199416079,52.75149917602539,4841900,0.0,-0.48095703125,52.33787155151367
2019-09-18,52.55911188476548,52.64568450816139,51.86653089759818,52.33787155151367,3903800,0.0,-0.41362762451171875,52.491783142089844
2019-09-19,52.55911700357553,52.943885071568246,52.366732969579175,52.491783142089844,4365100,0.0,0.15391159057617188,52.9054069519043
2019-09-20,52.318637305875946,53.809607131545576,52.19358713473379,52.9054069519043,10823700,0.0,0.4136238098144531,52.251304626464844
2019-09-23,52.84769183633223,52.9919807808677,51.73186882944149,52.251304626464844,3778300,0.0,-0.6541023254394531,51.58757781982422
