Date,Open,High,Low,Close,Volume,Sentiment,Prediction
2020-01-30,103.92158084158909,105.596670962526,103.21179860532592,105.42632293701172,8382700.0,0.0,101.39474487304688
2020-01-31,103.921567578796,104.10138136619,100.69442851098835,101.39474487304688,13699600.0,0.0,100.58086395263672
2020-02-03,101.21493428998349,101.49885004535426,99.74805547464143,100.58086395263672,8787500.0,-0.3802,101.12030029296875
2020-02-04,101.90579430886517,102.5303988757661,100.8837062318152,101.12030029296875,9909000.0,-0.6486,104.36637115478516
2020-02-05,102.46415288044906,104.71653296477349,102.31273643577691,104.36637115478516,6914100.0,0.0,103.61872863769531
2020-02-06,104.6975969335016,104.73545284812536,103.25910827918568,103.61872863769531,6274000.0,0.0,103.09822845458984
2020-02-07,103.08876267064443,103.57141656797381,102.65343047276448,103.09822845458984,4830100.0,0.0,103.90264892578125
2020-02-10,102.71967861815592,103.91211470992003,102.51147468876943,103.90264892578125,6011800.0,0.0,105.24650573730469
2020-02-11,104.8395636461412,105.39792940856462,104.15817156602762,105.24650573730469,6072700.0,0.0,106.03199768066406
2020-02-12,106.47679568080935,106.56196607899314,105.62505559758198,106.03199768066406,5725700.0,0.0,105.67237854003906
2020-02-13,105.397928553316,106.30644891266927,105.2654364521777,105.67237854003906,5991900.0,0.0,105.39471435546875
2020-02-14,106.12236154503394,106.24683308628508,104.91599563906999,105.39471435546875,5148700.0,0.0,105.54791259765625
2020-02-18,104.3606920907386,105.57663455517276,104.19792946169922,105.54791259765625,4975800.0,0.0,106.02661895751953
2020-02-19,105.81598155416349,106.37129701670801,105.2127986029176,106.02661895751953,5887500.0,0.0,105.1362075805664
2020-02-20,106.06492310702681,106.34258085341888,105.03088887315326,105.1362075805664,4466600.0,0.0,104.3702621459961
2020-02-21,104.35110930570737,104.54260118525303,103.06814658375878,104.3702621459961,6443900.0,0.0,100.2532730102539
2020-02-24,101.21071044590298,102.40750724046431,99.97561527735553,100.2532730102539,9539800.0,0.0,96.42352294921875
2020-02-25,100.33944584651842,100.45433366342941,95.74374324871303,96.42352294921875,12871900.0,0.0,93.86717224121094
2020-02-26,96.56714566636728,97.28522378268192,93.82887386511395,93.86717224121094,11990400.0,0.0,90.12358856201172
2020-02-27,91.86612450661325,94.02035886528007,90.07572107017569,90.12358856201172,15783700.0,0.0,89.3672103881836
2020-02-28,86.77255570813472,89.46295997939453,86.27469143531172,89.3672103881836,20840600.0,0.0,92.47888946533203
2020-03-02,90.01827525356452,92.56506264327572,88.28531562523861,92.47888946533203,15050800.0,0.0,90.37252044677734
2020-03-03,92.67037179090579,94.28844342114928,89.39593746047346,90.37252044677734,16525500.0,0.0,94.33631134033203
2020-03-04,92.26825023447029,94.80545364831278,91.59803963268683,94.33631134033203,14753000.0,0.0,93.0533447265625
2020-03-05,91.63633413792464,93.24482928774728,90.89911054222867,93.0533447265625,12814400.0,0.0,91.262939453125
2020-03-06,89.92252553265048,91.97144113643238,89.44380679710018,91.262939453125,16861900.0,0.0,77.23648071289062
2020-03-09,78.73008816732155,84.2640757013581,76.59499934648423,77.23648071289062,30595500.0,0.0,81.36304473876953
2020-03-10,82.56941077054884,82.62686198968262,77.59073852262908,81.36304473876953,22642900.0,0.0,79.49603271484375
2020-03-11,78.73008711442331,81.22899221438831,78.27051391043643,79.49603271484375,18412800.0,0.0,73.01417541503906
2020-03-12,73.94289082675255,74.8045786105135,69.75888691690274,73.01417541503906,25768200.0,0.0,79.86943054199219
2020-03-13,76.57585067225462,79.94602729131978,70.95569019586696,79.86943054199219,23497500.0,0.0,66.73339080810547
2020-03-16,69.48123906196146,75.14926730714002,66.72382169246961,66.73339080810547,17535300.0,0.0,67.68125915527344
2020-03-17,67.40360140394797,69.87379190498,62.70257977668156,67.68125915527344,22684200.0,0.0,52.70693588256836
2020-03-18,63.391938690180226,63.41109153160781,52.24736630133429,52.70693588256836,24947300.0,-0.6249,54.94733428955078
2020-03-19,52.907991512559256,56.000517668637485,49.40377061598729,54.94733428955078,29871000.0,0.0,56.86220932006836
2020-03-20,56.996249978103094,58.068582547049026,53.9611750281239,56.86220932006836,26960400.0,0.0,51.912261962890625
2020-03-23,55.78030665315023,56.87178846152636,50.715465098400045,51.912261962890625,23764000.0,0.0,63.717472076416016
2020-03-24,58.86326032237563,64.7706519238219,57.7526329069472,63.717472076416016,29198800.0,0.0,66.32168579101562
2020-03-25,65.38340122528527,70.02697117585146,63.80362804703738,66.32168579101562,22560100.0,0.0,73.12906646728516
2020-03-26,67.3078525882284,73.81842256860354,65.00042493268589,73.12906646728516,24129100.0,0.0,65.85254669189453
2020-03-27,69.05039157573253,70.40995100263707,65.58446537443933,65.85254669189453,20411500.0,0.5267,68.88762664794922
2020-03-30,65.11532778600532,69.82591863168261,64.16745938176392,68.88762664794922,18486800.0,0.0,69.37591552734375
2020-03-31,70.15143751067754,71.84610585791467,67.79614230176152,69.37591552734375,18514200.0,0.0,65.64190673828125
2020-04-01,66.55147666399303,69.2131515050282,64.73234411723725,65.64190673828125,14362000.0,0.0,72.88013458251953
