Date,Open,High,Low,Close,Volume,Sentiment,Change,Prediction
2019-09-03,135.55783970430528,135.60754496145577,134.25564387370278,135.49819946289062,5997400,0.0,0.0,137.06878662109375
2019-09-04,135.92564158729508,137.37693796927002,135.5777199676619,137.06878662109375,4285400,0.0,1.570587158203125,138.01312255859375
2019-09-05,138.09264793172466,138.44056954318305,137.49623038511396,138.01312255859375,5143500,0.0,0.9443359375,138.71890258789062
2019-09-06,138.30140574940322,138.9773486780264,137.42664180138337,138.71890258789062,4090000,0.0,0.705780029296875,138.00318908691406
2019-09-09,138.74872240428115,139.2457446158592,137.65526747164375,138.00318908691406,5458700,0.0,-0.7157135009765625,134.98129272460938
2019-09-10,137.29741817388123,137.6155196868062,133.7785074026599,134.98129272460938,10974600,0.0,-3.0218963623046875,135.37890625
2019-09-11,134.75265343820487,135.42861150247657,134.12640062640975,135.37890625,7896400,0.0,0.397613525390625,136.6811065673828
2019-09-12,136.02503361556,137.84413670857012,135.72681725855747,136.6811065673828,7333900,0.0,1.3022003173828125,137.19801330566406
2019-09-13,137.02902757661818,137.3968191534878,136.293429254965,137.19801330566406,5209100,0.0,0.51690673828125,134.99124145507812
2019-09-16,135.47831353573144,136.42266791233445,134.49421922230385,134.99124145507812,6329300,0.0,-2.2067718505859375,135.49819946289062
2019-09-17,134.99124224295136,135.91569632070798,134.86201160794306,135.49819946289062,4726500,0.0,0.5069580078125,135.9852752685547
2019-09-18,135.59759856407504,136.2536715002448,134.9117055097079,135.9852752685547,6857900,0.0,0.4870758056640625,132.50611877441406
2019-09-19,136.18407994369016,136.54193652690105,132.20790242708605,132.50611877441406,12216100,0.0,-3.479156494140625,131.4822540283203
2019-09-20,132.23772229459553,132.43652813646653,130.82618109902387,131.4822540283203,25231600,0.0,-1.02386474609375,131.67112731933594
2019-09-23,131.20392523995565,132.09855912885922,131.10451473322692,131.67112731933594,6096100,0.0,0.188873291015625,131.1840362548828
2019-09-24,133.21188008857507,133.35104569316266,130.71683418921452,131.1840362548828,11904000,0.0,-0.487091064453125,132.29736328125
2019-09-25,131.00510254988373,132.62539974776007,130.43850513893983,132.29736328125,6523000,0.0,1.1133270263671875,130.48822021484375
2019-09-26,132.34707849708911,132.5061292506274,128.29137528935087,130.48822021484375,11615100,0.0,-1.80914306640625,129.18601989746094
2019-09-27,129.32518550997568,130.21981942358272,128.15220520342498,129.18601989746094,8401300,0.0,-1.3022003173828125,129.5438690185547
2019-09-30,129.5736891360926,130.08064630215054,129.04684683570494,129.5438690185547,5532500,0.0,0.35784912109375,128.77845764160156
2019-10-01,130.0210131665728,130.9951724511343,128.73868737077058,128.77845764160156,5978500,0.0,-0.765411376953125,128.3708953857422
2019-10-02,127.74464254939198,128.45042075924013,126.8102459546405,128.3708953857422,8296100,0.0,-0.407562255859375,127.38678741455078
2019-10-03,127.83411954159988,128.65916306929242,126.7804272905518,127.38678741455078,8498700,0.0,-0.9841079711914062,129.49417114257812
2019-10-04,127.9235791351636,129.66315687422275,127.84405376122835,129.49417114257812,6732900,0.0,2.1073837280273438,130.1204071044922
2019-10-07,129.49416944084217,130.78643020645825,128.2714838965588,130.1204071044922,5784100,0.0,0.6262359619140625,127.70488739013672
2019-10-08,129.12636362500996,129.26552923659133,127.6054768813297,127.70488739013672,6526000,0.0,-2.4155197143554688,128.5597686767578
2019-10-09,128.33114270358502,129.0766760302877,127.29732799652528,128.5597686767578,5004600,0.0,0.8548812866210938,128.5697021484375
2019-10-10,128.45042167130063,129.36494072114968,128.11245020747006,128.5697021484375,4512000,0.0,0.0099334716796875,129.24566650390625
2019-10-11,129.5239977426491,130.20989085523502,129.06673061162016,129.24566650390625,6559000,0.0,0.67596435546875,128.92755126953125
2019-10-14,129.35499823433528,129.52398395644883,128.70886029552236,128.92755126953125,3710300,0.0,-0.318115234375,128.98719787597656
2019-10-15,129.23570897981523,130.11047291905987,128.6293412797323,128.98719787597656,5914700,0.0,0.0596466064453125,130.08065795898438
2019-10-16,128.98720299156255,131.04488229355235,128.92756275114223,130.08065795898438,7610800,0.0,1.0934600830078125,131.58164978027344
2019-10-17,131.74070052143725,132.64528454790363,129.73272662600647,131.58164978027344,8005100,0.0,1.5009918212890625,130.1104736328125
2019-10-18,131.58165512859205,132.3669587150621,130.1104736328125,130.1104736328125,8694000,0.0,-1.4711761474609375,129.48422241210938
2019-10-21,130.65720273063639,130.94546894239082,129.2456614555993,129.48422241210938,6257100,0.0,-0.626251220703125,131.61148071289062
2019-10-22,132.3570140594544,132.88385641092628,131.31327950859693,131.61148071289062,9291600,0.0,2.12725830078125,130.3490447998047
2019-10-23,131.66117549808266,131.8898014591626,129.9812380639042,130.3490447998047,5970800,0.0,-1.2624359130859375,129.48422241210938
2019-10-24,130.7367281054445,130.91564882282708,128.85798473335612,129.48422241210938,5746300,0.0,-0.8648223876953125,130.1204071044922
2019-10-25,129.72279540795523,130.9752859031692,129.25559332217162,130.1204071044922,6696000,0.0,0.6361846923828125,129.75262451171875
2019-10-28,130.6671436114122,131.29339648634203,129.36494777198007,129.75262451171875,8940300,0.0,-0.3677825927734375,128.7088623046875
2019-10-29,129.72279182110967,129.99118805120364,128.66910720329864,128.7088623046875,9305100,0.0,-1.04376220703125,128.8281707763672
2019-10-30,128.91763113933786,129.53393386368919,128.38083862568377,128.8281707763672,10880000,0.0,0.1193084716796875,129.14625549316406
2019-10-31,128.75857875726834,129.37488147384235,127.98322528547689,129.14625549316406,9628300,0.0,0.318084716796875,131.9593963623047
2019-11-01,130.2098836487601,132.0091016167396,129.73273140768188,131.9593963623047,8507600,0.0,2.813140869140625,132.12838745117188
2019-11-04,133.3212377664122,133.34112290257536,131.6810704789461,132.12838745117188,7631800,0.0,0.1689910888671875,130.66712951660156
2019-11-05,131.97927536674158,131.97927536674158,130.11046709578338,130.66712951660156,7404500,0.0,-1.4612579345703125,130.48822021484375
2019-11-06,130.81625670604848,130.87589694664666,129.8818524889044,130.48822021484375,9132500,0.0,-0.1789093017578125,132.16815185546875
2019-11-07,131.56178415668865,132.90373501378576,130.96535144159168,132.16815185546875,18047600,0.0,1.679931640625,137.1383819580078
2019-11-08,139.38491700308268,139.4147371237936,135.9256464893801,137.1383819580078,24175900,0.0,4.9702301025390625,135.92564392089844
2019-11-11,136.68111224449146,137.73479693747356,135.3988015744074,135.92564392089844,10138400,0.0,-1.212738037109375,137.7546844482422
2019-11-12,137.20795695625648,138.51015278485843,135.92564626406715,137.7546844482422,17284000,0.0,1.82904052734375,147.83428955078125
2019-11-13,137.75467958904227,149.02713983890908,136.02503681211255,147.83428955078125,45725400,0.0,10.079605102539062,146.2736358642578
2019-11-14,147.11857972035816,149.73292149749994,145.4088220399046,146.2736358642578,28393600,0.0,-1.5606536865234375,143.80841064453125
2019-11-15,146.26370168161662,146.32334192253128,143.35115868557565,143.80841064453125,13733400,0.0,-2.4652252197265625,146.77066040039062
2019-11-18,143.88793749528492,148.15238161141804,142.83425278056234,146.77066040039062,15353100,0.0,2.962249755859375,147.49632263183594
2019-11-19,147.2975016044213,148.58976244304225,145.92573055633233,147.49632263183594,11504300,0.0,0.7256622314453125,146.05494689941406
2019-11-20,147.20804212651564,148.10269125150748,145.1603129423371,146.05494689941406,9448400,0.0,-1.441375732421875,146.02511596679688
2019-11-21,146.28357721768464,146.5917285541304,145.38892815893388,146.02511596679688,6241400,0.0,-0.0298309326171875,147.40684509277344
2019-11-22,146.33329043252704,148.5500053131638,145.80643291855858,147.40684509277344,9639400,0.0,1.3817291259765625,148.7985076904297
2019-11-25,147.91380878692797,149.31541502206744,146.82035388690846,148.7985076904297,11316800,0.0,1.39166259765625,150.7368927001953
2019-11-26,150.846238191268,152.49635554094132,149.71302817829397,150.7368927001953,24949900,0.0,1.938385009765625,150.57785034179688
2019-11-27,151.3929740784484,151.66137032928668,150.24981385030893,150.57785034179688,6155400,0.0,-0.1590423583984375,150.67726135253906
2019-11-29,150.57785083918475,151.5619603168993,150.11064872866606,150.67726135253906,6284900,0.0,0.0994110107421875,149.72296142578125
2019-12-02,152.02915169514938,152.05897181346762,148.21202487127837,149.72296142578125,10351000,0.0,-0.9542999267578125,147.69512939453125
2019-12-03,146.860135678777,148.22197175098918,145.99530667439623,147.69512939453125,9273800,0.0,-2.02783203125,147.39691162109375
2019-12-04,148.41084121941296,148.44066133984163,147.29750110772167,147.39691162109375,7684800,0.0,-0.2982177734375,146.56190490722656
2019-12-05,147.80446037453837,147.94362598016073,146.223933460417,146.56190490722656,7363300,0.0,-0.8350067138671875,146.78060913085938
2019-12-06,147.51619232643478,147.72494833766672,146.30345686744772,146.78060913085938,7084900,0.0,0.2187042236328125,145.33924865722656
2019-12-09,147.07882648002152,147.62553880428231,144.53405989534153,145.33924865722656,11515000,0.0,-1.4413604736328125,145.22988891601562
2019-12-10,144.39488011534849,145.97542219552716,144.18613929111677,145.22988891601562,7084100,0.0,-0.1093597412109375,146.7110137939453
2019-12-11,146.51220794151388,147.0092301565496,145.8859550968363,146.7110137939453,8253700,0.0,1.4811248779296875,146.8800048828125
2019-12-12,147.03905563772304,148.04303508825566,146.37304766543926,146.8800048828125,7748300,0.0,0.1689910888671875,146.3800048828125
2019-12-13,147.42999267578125,147.8000030517578,146.30999755859375,146.3800048828125,9350100,0.0,-0.5,148.4600067138672
2019-12-16,147.58999633789062,148.64999389648438,146.5500030517578,148.4600067138672,9134400,0.0,2.0800018310546875,147.72999572753906
2019-12-17,148.10000610351562,148.4600067138672,147.6199951171875,147.72999572753906,8776100,0.0,-0.730010986328125,146.25999450683594
2019-12-18,147.77000427246094,147.9499969482422,146.19000244140625,146.25999450683594,9467800,0.0,-1.470001220703125,146.14999389648438
2019-12-19,146.17999267578125,146.8000030517578,145.32000732421875,146.14999389648438,10243900,0.0,-0.1100006103515625,146.8800048828125
2019-12-20,147.14999389648438,147.8800048828125,145.77000427246094,146.8800048828125,12629900,0.0,0.730010986328125,144.67999267578125
2019-12-23,145.91000366210938,146.3300018310547,144.3300018310547,144.67999267578125,9314000,0.0,-2.20001220703125,145.2899932861328
2019-12-24,144.5800018310547,145.42999267578125,144.4499969482422,145.2899932861328,3508500,0.0,0.6100006103515625,145.6999969482422
2019-12-26,145.39999389648438,145.86000061035156,145.1699981689453,145.6999969482422,4422000,0.0,0.410003662109375,145.75
2019-12-27,146.0500030517578,146.50999450683594,145.4499969482422,145.75,5495300,0.0,0.0500030517578125,143.77000427246094
2019-12-30,145.75,145.8699951171875,143.39999389648438,143.77000427246094,6602800,0.0,-1.9799957275390625,144.6300048828125
2019-12-31,143.6699981689453,144.77000427246094,143.25999450683594,144.6300048828125,5662900,0.0,0.8600006103515625,148.1999969482422
2020-01-02,145.2899932861328,148.1999969482422,145.10000610351562,148.1999969482422,9502100,0.0,3.5699920654296875,146.5
2020-01-03,146.39999389648438,147.89999389648438,146.0500030517578,146.5,7320200,0.0,-1.6999969482421875,145.64999389648438
2020-01-06,145.5399932861328,146.02999877929688,144.30999755859375,145.64999389648438,8262500,0.0,-0.850006103515625,145.6999969482422
2020-01-07,145.99000549316406,146.8699951171875,145.4199981689453,145.6999969482422,6906500,0.0,0.0500030517578125,145.39999389648438
2020-01-08,145.49000549316406,146.1300048828125,144.82000732421875,145.39999389648438,6984200,0.0,-0.3000030517578125,144.8300018310547
2020-01-09,146.47000122070312,146.6300048828125,144.61000061035156,144.8300018310547,6664200,0.0,-0.5699920654296875,144.6199951171875
2020-01-10,145.3000030517578,145.5,144.25999450683594,144.6199951171875,5152500,0.0,-0.2100067138671875,143.8800048828125
2020-01-13,144.75,144.75,143.36000061035156,143.8800048828125,9921300,0.0,-0.739990234375,145.1999969482422
