Date,Open,High,Low,Close,Volume,Sentiment,Prediction
2020-01-30,122.50572313864505,123.75247252562373,122.14249328288122,123.64448547363281,5894400,0.5994,122.33883666992188
2020-01-31,123.68375406027867,124.62618038518738,122.18176187090108,122.33883666992188,6612900,0.0,122.81986236572266
2020-02-03,122.3781026104795,123.6444825727735,122.21120876784813,122.81986236572266,6052300,0.0,123.35980224609375
2020-02-04,123.4088825042205,125.0188617696576,123.06529073837822,123.35980224609375,6512200,0.0,124.4887466430664
2020-02-05,123.60522709163688,124.73417040507213,123.10456052001832,124.4887466430664,6125400,0.0,124.81270599365234
2020-02-06,124.57710128267567,125.74531327983321,124.2825897766508,124.81270599365234,9102700,0.0,123.77210998535156
2020-02-07,124.86179205731361,124.94032196675427,123.742660333094,123.77210998535156,5915100,0.0,123.86045837402344
2020-02-10,124.1451508274386,124.50838067967283,123.45796731211827,123.86045837402344,5216100,0.4215,121.88726043701172
2020-02-11,123.95863009233223,123.95863009233223,121.75963528767157,121.88726043701172,6105700,0.0,121.19024658203125
2020-02-12,121.41603973092182,121.7007321839845,120.60123107109474,121.19024658203125,6031700,0.0,122.67261505126953
2020-02-13,121.46513430939545,122.98675717408726,121.25897175372036,122.67261505126953,7159000,0.0,123.83101654052734
2020-02-14,122.99657722216986,123.84083558843435,122.50572968316675,123.83101654052734,5889100,0.0,122.58426666259766
2020-02-18,123.52669303545258,123.87028481361754,122.54499796084465,122.58426666259766,6767600,0.0,123.14382934570312
2020-02-19,122.5646253721175,124.15497404783483,122.36828935820917,123.14382934570312,4734000,0.0,124.26295471191406
2020-02-20,123.17327266436274,124.43966011123963,122.83949247019734,124.26295471191406,6094600,-0.148,124.3807601928711
2020-02-21,123.82119431236913,125.72569260124122,123.6739460462414,124.3807601928711,8723900,0.0,121.04299926757812
2020-02-24,122.96712061286867,124.27276930056462,120.88592446890691,121.04299926757812,7533900,0.0,119.20722961425781
2020-02-25,120.76812114073735,121.69091687975623,118.66729434361085,119.20722961425781,8903200,0.0,117.96047973632812
2020-02-26,119.19741009553029,120.14965548377711,117.65614918055786,117.96047973632812,6894200,0.0,111.42239379882812
2020-02-27,116.93952295460045,117.72487454039623,111.35367544144925,111.42239379882812,13298900,0.0,111.15733337402344
2020-02-28,107.45633885568519,111.15733337402344,104.71740877808476,111.15733337402344,22788600,0.0,117.37145233154297
2020-03-02,111.11805994683064,117.59724547804413,110.48977574318197,117.37145233154297,12399800,0.0,116.00690460205078
2020-03-03,117.53835400397875,119.60972371072049,114.99575987850349,116.00690460205078,12510900,0.0,122.22103118896484
2020-03-04,117.68559745576721,122.40755564131098,117.41072404582894,122.22103118896484,9459300,0.0,119.403564453125
2020-03-05,119.07961078366145,120.65032134227121,118.07827765335236,119.403564453125,9363500,0.0,119.43302154541016
2020-03-06,115.86946377515903,120.36562883270403,115.39825435264336,119.43302154541016,9817400,0.0,113.9355239868164
2020-03-09,113.15998400616778,117.83285449538162,113.01273574190563,113.9355239868164,13116500,0.0,118.34333801269531
2020-03-10,116.78243903153839,118.60839237340721,112.34518082328275,118.34333801269531,11419100,0.0,109.54734802246094
2020-03-11,115.44733742330132,116.27196516740305,108.65400941356789,109.54734802246094,16456000,0.0,99.97582244873047
2020-03-12,101.11459232631515,109.53753783414167,99.1512021840566,99.97582244873047,20988000,0.0,111.98194885253906
2020-03-13,104.55051796880598,112.53169565828783,103.48047400908234,111.98194885253906,17378700,0.0,106.513916015625
2020-03-16,99.88747423585109,113.82754135444279,99.15120292698732,106.513916015625,17367400,0.0,116.07562255859375
2020-03-17,109.4099121587058,117.50889645682568,108.74235921393786,116.07562255859375,19451400,0.5574,115.30007934570312
2020-03-18,110.95117002292683,119.2759472499296,110.03819333697979,115.30007934570312,23139200,0.0,108.80126953125
2020-03-19,114.4754660004985,115.84002158781995,107.78030573035134,108.80126953125,16428100,0.0,100.55502319335938
2020-03-20,107.19128375736003,107.69194283488208,99.73039546553338,100.55502319335938,19922900,0.0,95.9115982055664
2020-03-23,98.35602414056947,101.85085593297501,92.61310241665434,95.9115982055664,17776800,0.0,101.379638671875
2020-03-24,99.3769874763297,102.09627931253442,94.31143771536414,101.379638671875,14625500,0.0,99.07266235351562
2020-03-25,98.67017127887807,102.78346843311004,96.79513014388557,99.07266235351562,13789100,0.0,105.4144058227539
2020-03-26,101.97847334168938,106.32738246731202,100.65318659694074,105.4144058227539,15796000,0.0,108.1533432006836
2020-03-27,104.54070507234346,112.19792955309083,104.54070507234346,108.1533432006836,16073100,0.4767,112.89492797851562
2020-03-30,111.81506494797321,113.67046794774538,108.18278885829952,112.89492797851562,14571600,0.0,107.98645782470703
2020-03-31,111.42239057367497,112.19793057863929,106.95567500412105,107.98645782470703,21691000,-0.128,107.32872009277344
2020-04-01,105.97397614954255,110.12654944766959,105.04136886115676,107.32872009277344,11095800,0.0,112.305908203125
2020-04-02,105.71873572783993,112.88510465137273,105.53221128327414,112.305908203125,9168800,0.0,112.97346496582031
2020-04-03,111.65798974125094,113.77845458453102,110.9413565692129,112.97346496582031,7768700,0.0,115.65348815917969
2020-04-06,114.85831758797926,116.82170763221822,112.48261743198739,115.65348815917969,16848400,0.0,110.70574951171875
2020-04-07,114.57363047596544,117.86230745548625,110.44069513887061,110.70574951171875,14438400,0.0,112.99310302734375
2020-04-08,112.29610041427094,115.15283671280878,109.81241304226441,112.99310302734375,12564500,0.0,112.5611572265625
2020-04-09,113.15017275442054,116.48793739860115,112.10957091580792,112.5611572265625,12748600,0.0,113.8275375366211
2020-04-13,111.53037472508866,114.61289656896348,111.08861495048284,113.8275375366211,7926700,0.0,118.7458267211914
2020-04-14,116.58610070944864,119.24649327008885,114.12204415360742,118.7458267211914,10474200,0.0,119.0010757446289
2020-04-15,118.64766492571167,121.16080186935534,117.40090801182612,119.0010757446289,14192900,0.0,119.27595520019531
2020-04-16,120.11039454109657,120.25765030472367,117.70524453089779,119.27595520019531,12020200,0.0,122.40756225585938
2020-04-17,120.20855987804809,122.70206628681937,118.33352616479709,122.40756225585938,15899800,0.17556666666666665,118.39241790771484
2020-04-20,119.24649527137504,120.97428060360936,118.33351860323437,118.39241790771484,10832000,0.0,117.4892578125
2020-04-21,117.31255241304146,118.09791140835469,116.26213906340962,117.4892578125,9465400,0.0,117.21439361572266
2020-04-22,117.79359011570223,118.07828258661627,116.60573997207136,117.21439361572266,10261000,0.0,117.99609375
2020-04-23,117.25491226606746,118.26291576675304,116.661968586859,117.99609375,17277000,0.0,117.38337707519531
2020-04-24,117.69961419615447,118.35185749920709,117.22526228455956,117.38337707519531,12751900,0.0,116.06901550292969
2020-04-27,117.78856194659834,117.78856194659834,115.52548694725884,116.06901550292969,10635700,0.0,115.5156021118164
2020-04-28,115.7231320186729,116.523613133334,114.80406669420111,115.5156021118164,9958000,0.0,115.703369140625
2020-04-29,116.13819047098006,116.66196503702601,113.72688524361271,115.703369140625,8707900,0.0,116.48408508300781
