Date,Open,High,Low,Close,Volume,Sentiment,Prediction
2020-01-30,131.8294319236718,132.03186733535122,130.10397266996966,131.83908081054688,5057900,0.0,138.54815673828125
2020-01-31,137.74807862515019,138.85662696879112,135.71414900731995,138.54815673828125,18994600,0.0,140.99658203125
2020-02-03,139.04940427924157,141.97016355291962,138.71201682559894,140.99658203125,8887500,0.0,143.73419189453125
2020-02-04,142.45214013661837,143.99446180098548,141.5845933933303,143.73419189453125,5621000,0.0,150.6938934326172
2020-02-05,144.7945402617891,151.76387559680362,144.73669106456944,150.6938934326172,14386800,0.0,151.10838317871094
2020-02-06,151.16623237571585,153.02664372429714,149.81669724365423,151.10838317871094,8400500,0.0,149.42335510253906
2020-02-07,150.5337294559046,151.49799292509059,148.94608332716962,149.42335510253906,6423400,0.0,150.41683959960938
2020-02-10,148.9947887614905,150.4265892426959,147.64091111367338,150.41683959960938,5239800,0.0,149.4915313720703
2020-02-11,151.0889123144247,151.18631957255133,148.76102152290346,149.4915313720703,3835100,0.0,151.2739715576172
2020-02-12,149.75451350586084,151.5564436783152,149.53049465521994,151.2739715576172,4437800,0.0,150.29995727539062
2020-02-13,150.3583956827261,150.806448242732,149.42335144083768,150.29995727539062,3820700,0.0,146.7837677001953
2020-02-14,150.40709753484464,150.5434587711052,145.877942672663,146.7837677001953,6099200,0.0,147.1733856201172
2020-02-18,145.89741597251907,147.44610809962782,145.75131995215997,147.1733856201172,3343000,0.0,146.9396209716797
2020-02-19,147.60194276432563,147.94285330376803,146.40391077923908,146.9396209716797,2732900,0.0,147.29026794433594
2020-02-20,146.8909189907401,147.67986725470294,145.62469893865583,147.29026794433594,2880500,0.0,145.9461212158203
2020-02-21,147.1149339784143,147.1149339784143,144.97210810328184,145.9461212158203,3536900,0.0,142.62472534179688
2020-02-24,141.72863510944052,144.20263660643857,141.6020235178885,142.62472534179688,5452400,0.0,138.02740478515625
2020-02-25,142.7026558378335,143.24811566542243,137.5890869944897,138.02740478515625,6211500,0.0,136.1183319091797
2020-02-26,139.1864672559672,140.31632602873904,135.9722358878129,136.1183319091797,5407900,0.0,129.65089416503906
2020-02-27,133.6735733289439,135.08588945856727,129.5534869027499,129.65089416503906,8421100,0.0,126.76780700683594
2020-02-28,126.60222655287514,127.68338175648147,123.07630366465509,126.76780700683594,13012200,0.0,130.80996704101562
2020-03-02,127.35221743830729,130.9463282854649,124.62497768706152,130.80996704101562,8531400,0.0,125.55028533935547
2020-03-03,130.98528033745959,132.56319169965803,124.4788798237198,125.55028533935547,7896100,0.0,130.73204040527344
2020-03-04,128.16064639738707,130.7904788137294,125.64769079795668,130.73204040527344,4996400,-0.05103333333333334,126.18340301513672
2020-03-05,127.10871250922683,128.85218945942225,125.11198263528874,126.18340301513672,5446200,-0.2263,124.41069793701172
